SMILES,pIC50,mol,num_atoms,logP
Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-],0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a8b30>,13,1.0851999999999997
O=C1CC(=O)c2ccccc21,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a8ba0>,11,1.4557
NS(=O)(=O)c1cccc2ccccc12,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a8c10>,14,1.4872
NNC(=O)c1ccccc1[N+](=O)[O-],0.63,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a8c80>,13,0.19829999999999953
COC(=O)c1ccccc1[N+](=O)[O-],0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a8cf0>,13,1.3814
COC(=O)c1ccccc1C(=O)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a8d60>,18,2.704200000000001
O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a8dd0>,16,2.6562
CC(=O)Nc1c(C)cc(C)cc1[N+](=O)[O-],0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a8e40>,15,2.17004
Cn1c(=O)ccc2ccccc21,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a8eb0>,12,1.5385
COC(=O)c1ccccc1OC,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a8f20>,12,1.4818
O=[N+]([O-])c1cccc2ncccc12,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a8f90>,13,2.143
O=[N+]([O-])c1cccc2cccnc12,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9000>,13,2.143
O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9070>,16,3.1660000000000013
CCOC(=O)C(Cc1ccccc1)C(=O)OCC,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a90e0>,18,1.9715
CCCOC(=O)c1ccccc1O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9150>,13,1.959
COc1c(Br)cc(Br)cc1Br,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a91c0>,11,3.9827000000000012
CC(=O)Oc1c[nH]c2ccccc12,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9230>,13,2.0931999999999995
Nc1cccc(Cl)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a92a0>,9,2.5756000000000006
Nc1c(Cl)cccc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9310>,9,2.5756000000000006
Oc1c(Br)cccc1Br,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9380>,9,2.9172000000000002
Cc1c(O)ccc(O)c1C,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a93f0>,10,1.7146399999999997
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9460>,11,4.9536
Oc1cc(Cl)c(Cl)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a94d0>,10,3.3524000000000003
NC(=O)c1ccoc1,0.42,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9540>,8,0.37850000000000006
NC(=O)c1ccco1,0.42,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a95b0>,8,0.37850000000000006
O=[N+]([O-])c1ccco1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9620>,8,1.1878
O=[N+]([O-])c1cccs1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9690>,8,1.6563
NC(=O)c1ccccc1Cl,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9700>,10,1.4389
Cc1ccccc1N(C)C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9770>,10,2.06102
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a97e0>,16,0.9067999999999998
O=C(O)c1ccc(O)c(O)c1O,0.32,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9850>,12,0.5015999999999996
NC(=O)c1ccccc1[N+](=O)[O-],0.2,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a98c0>,12,0.6937
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9930>,13,1.8114199999999998
O=[N+]([O-])c1ccc(Cl)cc1[N+](=O)[O-],0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a99a0>,13,2.1563999999999997
Nc1cccc2cc3ccccc3cc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9a10>,15,3.5752000000000015
CC(=O)Oc1ccccc1[N+](=O)[O-],0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9a80>,13,1.5200999999999998
COC(=O)c1ccccc1Cl,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9af0>,11,2.1266
COC(=O)c1ccccc1I,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9b60>,11,2.0778
CCC(=O)c1ccccc1O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9bd0>,11,1.9849
Nc1ccc(C(=O)O)c(N)c1,0.28,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9c40>,11,0.5492000000000001
O=[N+]([O-])c1ccc(Cl)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9cb0>,11,2.9016
O=C1Nc2ccc([N+](=O)[O-])cc2C1=O,0.19,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9d20>,14,0.7296
COC(=O)c1ccco1,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9d90>,9,1.0661999999999998
CCc1ccccc1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9e00>,9,2.5574200000000005
N#Cc1ccccc1O,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9e70>,9,1.26388
CNc1ccccc1C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9ee0>,9,2.03672
Cc1cccc2cccnc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9f50>,11,2.5432200000000007
Clc1cccc2cccnc12,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29a9fc0>,11,2.888200000000001
Nc1cccc2ncccc12,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa030>,11,1.817
Cn1c(=O)[nH]c2ncn(C)c2c1=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa0a0>,13,-1.039700000000001
CC(C)C(=O)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa110>,11,2.5253000000000005
CN(C)C(=O)c1ccccc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa180>,11,1.3884
COc1ccccc1CO,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa1f0>,10,1.1874999999999998
CCc1ccccc1[N+](=O)[O-],0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa260>,11,2.1572000000000005
N#Cc1ccccc1[N+](=O)[O-],0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa2d0>,11,1.46648
O=[N+]([O-])c1ccccc1CO,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa340>,11,1.0871
CNc1ccccc1[N+](=O)[O-],0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa3b0>,11,1.6364999999999998
Cn1c(=O)[nH]c2[nH]c(=O)[nH]c(=O)c21,,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa420>,13,-1.7568000000000001
CC(=O)Nc1ccc(C)cc1[N+](=O)[O-],0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa490>,14,1.8616199999999998
Clc1ccc2ncccc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa500>,11,2.8882000000000003
Cc1cnc2ccccc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa570>,11,2.5432200000000007
Cc1ccc2cccnc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa5e0>,11,2.5432200000000007
Clc1ccc2ccccc2n1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa650>,11,2.888200000000001
c1ccc(-c2ccc3ccccc3n2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa6c0>,16,3.9018000000000024
O=NN(Cc1ccccc1)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa730>,16,3.374600000000002
Cc1ccc2cc3ccccc3cc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa7a0>,15,4.301420000000002
c1ccc2c(c1)Cc1ccccc1C2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa810>,14,3.1816000000000013
Cc1ccc(-c2ccc(C)cc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa880>,14,3.9704400000000026
O=[N+]([O-])c1ccc2ncccc2c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa8f0>,13,2.143
O=[N+]([O-])c1ccc2cccnc2c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa960>,13,2.143
COc1ccccc1OC(C)=O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aa9d0>,12,1.6205
CNC(=O)c1ccccc1,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aaa40>,10,1.0462
NNC(=O)c1ccccc1,0.51,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aaab0>,10,0.29009999999999964
CCNC(=O)c1ccccc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aab20>,11,1.4363000000000001
CCOC(=O)c1cccnc1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aab90>,11,1.2583
NC(CC(=O)O)c1ccccc1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aac00>,12,1.1611
CN(Cc1ccccc1)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aac70>,15,3.323000000000002
O=C(O)COc1ccccc1Cl,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aace0>,12,1.8034000000000001
O=C(O)Cc1ccccc1O,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aad50>,11,1.0192999999999999
CC(=O)Nc1ccccc1Br,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aadc0>,11,2.4075000000000006
CC(=O)Nc1ccccc1O,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aae30>,11,1.3505999999999998
Cc1ccc2[nH]ccc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aaea0>,10,2.4763200000000003
CCOC(=O)c1ccoc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aaf10>,10,1.4563
CCOC(=O)c1ccco1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aaf80>,10,1.4563
Cc1nc2ccccc2[nH]1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aaff0>,10,1.8713199999999999
Oc1nc2ccccc2[nH]1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab060>,10,1.2684999999999997
CSc1nc2ccccc2s1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab0d0>,11,3.018200000000001
Nc1ccccc1Br,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab140>,8,2.0313
Nc1ccccc1I,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab1b0>,8,1.8734
Oc1ccc(Br)cc1Br,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab220>,9,2.9172000000000002
Cc1ccc(Cl)cc1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab290>,9,2.9568400000000015
Oc1ccc(O)c(Cl)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab300>,9,1.7511999999999999
Cc1ccc(Cl)c(O)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab370>,9,2.3540200000000002
Cn1ccc(=O)[nH]c1=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab3e0>,9,-0.9264000000000001
CC1NC(=O)NC1=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab450>,8,-0.7857000000000001
Cc1ccsc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab4c0>,6,2.05652
O=C1CCCN1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab530>,6,-0.10360000000000008
Cn1ccnc1,0.38,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab5a0>,6,0.4200999999999999
CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab610>,18,2.8921600000000014
O=C(O)c1ccc(O)c([N+](=O)[O-])c1,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab680>,13,0.9985999999999997
CCCC(O)C(=O)O,0.59,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab6f0>,8,0.23199999999999998
NCc1ccco1,0.18,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab760>,7,0.7383000000000001
N#Cc1ccco1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab7d0>,7,1.15128
Cc1cccc(C(N)=O)c1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab840>,10,1.09392
NC(=O)c1cccc(Cl)c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab8b0>,10,1.4389
NC(=O)c1cccc(O)c1,0.32,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab920>,10,0.49110000000000004
O=C(O)c1cccc(I)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ab990>,10,1.9894
O=[N+]([O-])c1cc(Cl)cc(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aba00>,11,2.9016
O=[N+]([O-])c1cc(Cl)c(O)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aba70>,12,2.6071999999999997
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a29abae0>,13,1.0852
NNC(=O)c1cccc([N+](=O)[O-])c1,0.63,<rdkit.Chem.rdchem.Mol object at 0x7f59a29abb50>,13,0.19829999999999975
COC(=O)c1cccc([N+](=O)[O-])c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29abbc0>,13,1.3814
CCOC(=O)c1cccc([N+](=O)[O-])c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29abc30>,14,1.7715
C=C(C)C1CCC(C)C(O)C1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29abca0>,11,2.3596000000000004
Nc1ccc(C(=O)O)cc1N,0.28,<rdkit.Chem.rdchem.Mol object at 0x7f59a29abd10>,11,0.5492000000000001
O=C(O)c1ccc([N+](=O)[O-])c(O)c1,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a29abd80>,13,0.9985999999999999
Nc1cc([N+](=O)[O-])ccc1C(=O)O,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a29abdf0>,13,0.8752
N#Cc1cccc([N+](=O)[O-])c1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29abe60>,11,1.4664799999999998
O=[N+]([O-])c1cccc(CO)c1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a29abed0>,11,1.0871
CN(C)c1cccc([N+](=O)[O-])c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29abf40>,12,1.6607999999999998
COC(=O)c1ccc(Br)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac040>,11,2.2356999999999996
COC(=O)c1ccc(N)cc1,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac0b0>,11,1.0554
COC(=O)c1ccc([N+](=O)[O-])cc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac120>,13,1.3814
Cc1ccc(C(N)=O)cc1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac190>,10,1.09392
NC(=O)c1ccc(Cl)cc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac200>,10,1.4389
NC(=O)c1ccc(O)cc1,0.32,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac270>,10,0.49110000000000004
O=C(O)c1ccc(I)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac2e0>,10,1.9893999999999998
CCc1ccc(C(=O)O)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac350>,11,1.9472
N#Cc1ccc(C(=O)O)cc1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac3c0>,11,1.25648
O=Cc1ccc(C(=O)O)cc1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac430>,11,1.1973
N#Cc1ccc([N+](=O)[O-])cc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac4a0>,11,1.46648
O=[N+]([O-])c1ccc(CO)cc1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac510>,11,1.0871
CC(C)c1ccc(C(N)=O)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac580>,12,1.9089
NC(=O)c1ccc([N+](=O)[O-])cc1,0.2,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac5f0>,12,0.6937
CN(C)c1ccc(C(=O)O)cc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac660>,12,1.4507999999999999
CCOc1ccc(C(=O)O)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac6d0>,12,1.7834999999999999
CC(=O)OCc1ccc([N+](=O)[O-])cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac740>,14,1.6579
Cc1ccc(C=O)o1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac7b0>,8,1.40052
COc1ccncc1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac820>,8,1.0901999999999998
CCc1cccc(C)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac890>,9,2.5574200000000005
CCc1cccc(O)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac900>,9,1.9546
OCc1cccc(O)c1,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac970>,9,0.8844999999999998
CCC(=O)Nc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ac9e0>,11,2.0351
CCOC(=O)C(=Cc1ccccc1)C(C)=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aca50>,16,2.2221
O=[N+]([O-])c1ccc(Oc2ccccc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29acac0>,16,3.387100000000001
Oc1ccc(Cc2ccc(O)cc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29acb30>,15,2.688600000000001
CCNC(=O)Nc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29acba0>,12,1.828
O=C(Cc1ccccc1)Nc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29acc10>,16,2.867800000000001
O=S(Cc1ccccc1)Cc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29acc80>,16,3.1355000000000013
CCCCCC(=O)Nc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29accf0>,14,3.205400000000002
CCOc1cccc(O)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29acd60>,10,1.7908999999999997
O=C(O)Cc1cccc(O)c1,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a29acdd0>,11,1.0193
CC(=O)Nc1cccc(Br)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ace40>,11,2.4075000000000006
CC(=O)Nc1cccc(O)c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29aceb0>,11,1.3505999999999998
COc1ccc(C=O)cc1O,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a29acf20>,11,1.2132999999999998
CCCN(CCC)N=O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29acf90>,9,1.7898
O=[N+]([O-])OCC(CO)O[N+](=O)[O-],,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad000>,12,-1.2360999999999998
NC(=O)C=Cc1ccccc1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad070>,11,1.1851
NC(=O)OCc1ccccc1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad0e0>,11,1.2819000000000003
CC(=O)COc1ccccc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad150>,11,1.6544
NC(=O)COc1ccccc1,0.28,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad1c0>,11,0.5506999999999997
ClCCc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad230>,9,2.4679
CN=Cc1ccccc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad2a0>,9,1.7353
O=NCc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad310>,9,1.953
N#CNc1ccccc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad380>,9,1.57958
N=[N+]=Nc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad3f0>,9,1.8684699999999999
CCSc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad460>,9,2.7986000000000013
O=[N+]([O-])Cc1ccccc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad4d0>,10,1.4633
ClC(Cl)=Nc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad540>,10,3.151700000000001
NC(=O)Oc1ccccc1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad5b0>,10,1.1441000000000001
Cc1ccc(CC(=O)O)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad620>,11,1.62212
CC(=O)Nc1ccc(I)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad690>,11,2.2496
Cc1ccc(N=C=S)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad700>,10,2.7293200000000004
CCOc1ccc(O)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad770>,10,1.7908999999999997
S=C=NCc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad7e0>,10,2.2894000000000005
CCCNc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad850>,10,2.5085000000000006
N#CN=Nc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad8c0>,10,2.25138
CCCOc1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad930>,10,2.4754000000000005
CCc1ccc(C)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ad9a0>,9,2.5574200000000005
N#Cc1ccc(Cl)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ada10>,9,2.2116800000000003
OCc1ccc(O)cc1,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ada80>,9,0.8845000000000001
CNc1ccc(C)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29adaf0>,9,2.03672
COc1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29adb60>,9,2.3486000000000002
CC(=O)C=Cc1ccco1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29adbd0>,10,1.8818
N#Cc1ccc(C#N)cc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29adc40>,10,1.4299600000000001
O=CC=Cc1ccco1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29adcb0>,9,1.4917
CCCC(O)CC,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29add20>,7,1.5574
CCCC(=O)OC,0.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a29add90>,7,0.9595
CNC(=O)NC(C)=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ade00>,8,-0.5381
O=[N+]([O-])OCC(O)CO[N+](=O)[O-],,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ade70>,12,-1.2360999999999998
CCCCC(=O)OC,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29adee0>,8,1.3496000000000001
Ic1ccc(I)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29adf50>,8,2.8958000000000013
COC(=O)CCC(C)=O,0.3,<rdkit.Chem.rdchem.Mol object at 0x7f59a29adfc0>,9,0.5286
COC(=O)C=CC(=O)OC,,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae030>,10,-0.11140000000000017
ICCI,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae0a0>,4,1.8564
CCNC,0.59,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae110>,4,0.22569999999999996
NNC=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae180>,4,-1.3939000000000001
CCSC,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae1f0>,4,1.3693
CSSC,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae260>,4,1.6274
CC(C)CC#N,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae2d0>,6,1.55608
CC=CC(C)=O,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae340>,6,1.1515
O=[N+]([O-])CCO,,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae3b0>,6,-0.7446000000000002
CCNC(N)=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae420>,6,-0.3254000000000001
CCNC(N)=S,,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae490>,6,-0.16049999999999998
CC(C)C[N+](=O)[O-],0.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae500>,7,0.9191
CC(C)SC(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae570>,7,2.5364000000000004
Cc1ccc(C)[nH]1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae5e0>,7,1.63154
Cc1ccc(C)o1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae650>,7,1.89644
O=NN(CC(F)(F)F)CC(F)(F)F,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae6c0>,13,2.0944
Nc1cccc(I)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae730>,8,1.8734000000000002
Oc1cccc(I)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae7a0>,8,1.9968
ClCc1cccc(CCl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae810>,10,3.164200000000002
N#Cc1cccc(C#N)c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29ae880>,10,1.4299600000000001
